"CAT","AN","Q_CAT","Q_AN","FORMULA","Name","IDENT","M_WT","CAT_WT","AN_WT","Max","FLD","Ink","A_WT","ShowCalc","NoMol","FCALC","Visible","order","ShowOrder","Format","Flag","System","qAtom","Atoms","SimpleComp"
"Si","O",1,2,"SiO2","SiOâ","si",60.08430099487305,28.09000015258789,15.989999771118164,0.699999988079071,"SiO2",false,0,true,false,"SiO2,RmOn,SimOn",-1,20,1,"##0.##;##0.00;\-;\*",1,"SiO2",3,"Si 1 28.0855 O 2 15.9994 ",
"Al","O",2,3,"Al2O3","AlâOã","al",101.9613037109375,26.979999542236328,15.989999771118164,0.699999988079071,"Al2O3",false,0,true,false,"Al2O3,RmOn,AlmOn,R2O3",0,1,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Al 2 26.98154 O 3 15.9994 ",
"B","O",2,3,"B2O3","BâOã","b",69.62020111083984,10.8100004196167,15.989999771118164,0.699999988079071,"B2O3",false,0,true,false,"B2O3,RmOn,BmOn,R2O3",0,3,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"B 2 10.811 O 3 15.9994 ",
"Ba","O",1,1,"BaO","BaO","ba",153.32640075683594,137.3300018310547,15.989999771118164,0.699999988079071,"BaO",false,0,true,false,"BaO,RmOn,BamOn,RO",0,4,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Ba 1 137.327 O 1 15.9994 ",
"Be","O",1,1,"BeO","BeO","be",25.011579513549805,9.010000228881836,15.989999771118164,0.699999988079071,"BeO",false,0,true,false,"BeO,RmOn,BemOn,RO",0,5,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Be 1 9.012182 O 1 15.9994 ",
"Bi","O",2,3,"Bi2O3","BiâOã","bi",465.9590148925781,208.9600067138672,15.989999771118164,0.699999988079071,"Bi2O3",false,0,true,false,"Bi2O3,RmOn,BimOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Bi 2 208.9804 O 3 15.9994 ",
"Ca","O",1,1,"CaO","CaO","ca",56.07740020751953,40.08000183105469,15.989999771118164,0.699999988079071,"CaO",false,0,true,false,"CaO,RmOn,CamOn,RO",0,6,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Ca 1 40.078 O 1 15.9994 ",
"Cd","O",1,1,"CdO","CdO","cd",128.410400390625,112.41000366210938,15.989999771118164,0.699999988079071,"CdO",false,0,true,false,"CdO,RmOn,CdmOn,RO",0,7,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Cd 1 112.411 O 1 15.9994 ",
"Ce","O",1,2,"CeO2","CeOâ","ce",172.11380004882812,140.1199951171875,15.989999771118164,0.699999988079071,,false,0,true,false,"CeO2,RmOn,CemOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Ce 1 140.115 O 2 15.9994 ",
"Ce","O",2,3,"Ce2O3","CeâOã","ce3",328.22821044921875,140.1199951171875,15.989999771118164,0.699999988079071,,false,0,false,false,"Ce2O3,RmOn,CemOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Ce 2 140.115 O 3 15.9994 ",
"Cs","O",2,1,"Cs2O","CsâO","cs",281.8102111816406,132.91000366210938,15.989999771118164,0.699999988079071,"Cs2O",false,0,true,false,"Cs2O,RmOn,CsmOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Cs 2 132.9054 O 1 15.9994 ",
"Ge","O",1,2,"GeO2","GeOâ","ge",104.60880279541016,72.58999633789062,15.989999771118164,0.699999988079071,"GeO2",false,0,true,false,"GeO2,RmOn,GemOn,RO2",0,12,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Ge 1 72.61 O 2 15.9994 ",
"Hf","O",1,2,"HfO2","HfOâ","hf",210.48880004882812,178.49000549316406,15.989999771118164,0.699999988079071,,false,0,true,false,"HfO2,RmOn,HfmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Hf 1 178.49 O 2 15.9994 ",
"K","O",2,1,"K2O","KâO","k",94.19599914550781,39.099998474121094,15.989999771118164,0.699999988079071,"K2O",false,0,true,false,"K2O,RmOn,KmOn,R2O",0,13,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"K 2 39.0983 O 1 15.9994 ",
"La","O",2,3,"La2O3","LaâOã","la",325.8092041015625,138.91000366210938,15.989999771118164,0.699999988079071,,false,0,true,false,"La2O3,RmOn,LamOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"La 2 138.9055 O 3 15.9994 ",
"Li","O",2,1,"Li2O","LiâO","li",29.881399154663086,6.940000057220459,15.989999771118164,0.699999988079071,"Li2O",false,0,true,false,"Li2O,RmOn,LimOn,R2O",0,15,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Li 2 6.941 O 1 15.9994 ",
"Mg","O",1,1,"MgO","MgO","mg",40.30440139770508,24.309999465942383,15.989999771118164,0.699999988079071,"MgO",false,0,true,false,"MgO,RmOn,MgmOn,RO",0,16,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Mg 1 24.305 O 1 15.9994 ",
"Na","O",2,1,"Na2O","NaâO","na",61.978939056396484,22.989999771118164,15.989999771118164,0.699999988079071,"Na2O",false,0,true,false,"Na2O,RmOn,NamOn,R2O",0,17,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Na 2 22.98977 O 1 15.9994 ",
"Nb","O",2,5,"Nb2O5","NbâOå","nb",265.809814453125,92.91000366210938,15.989999771118164,0.699999988079071,,false,0,true,false,"Nb2O5,RmOn,NbmOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"Nb 2 92.90638 O 5 15.9994 ",
"Nd","O",2,3,"Nd2O3","NdâOã","nd",336.47821044921875,144.24000549316406,15.989999771118164,0.699999988079071,,false,0,true,false,"Nd2O3,RmOn,NdmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Nd 2 144.24 O 3 15.9994 ",
"P","O",2,5,"P2O5","PâOå","p",141.9445037841797,30.969999313354492,15.989999771118164,0.699999988079071,"P2O5",false,0,true,false,"P2O5,RmOn,PmOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"P 2 30.97376 O 5 15.9994 ",
"Pb","O",1,1,"PbO","PbO","pb",223.19940185546875,207.1999969482422,15.989999771118164,0.699999988079071,"PbO",false,0,true,false,"PbO,RmOn,PbmOn,RO",0,18,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Pb 1 207.2 O 1 15.9994 ",
"Rb","O",2,1,"Rb2O","RbâO","rb",186.93499755859375,85.47000122070312,15.989999771118164,0.699999988079071,,false,0,true,false,"Rb2O,RmOn,RbmOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Rb 2 85.4678 O 1 15.9994 ",
"Sm","O",2,3,"Sm2O3","SmâOã","sm",348.71820068359375,150.39999389648438,15.989999771118164,0.699999988079071,,false,0,true,false,"Sm2O3,RmOn,SmmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Sm 2 150.36 O 3 15.9994 ",
"Sn","O",1,1,"SnO","SnO","sn",134.7093963623047,118.69000244140625,15.989999771118164,0.699999988079071,,false,0,true,false,"SnO,RmOn,SnmOn,RO",,,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Sn 1 118.71 O 1 15.9994 ",
"Sr","O",1,1,"SrO","SrO","sr",103.61940002441406,87.62000274658203,15.989999771118164,0.699999988079071,"SrO",false,0,true,false,"SrO,RmOn,SrmOn,RO",0,21,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Sr 1 87.62 O 1 15.9994 ",
"Ta","O",2,5,"Ta2O5","TaâOå","ta",441.8927917480469,180.9499969482422,15.989999771118164,0.699999988079071,,false,0,true,false,"Ta2O5,RmOn,TamOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"Ta 2 180.9479 O 5 15.9994 ",
"Ti","O",1,2,"TiO2","TiOâ","ti",79.87879943847656,47.900001525878906,15.989999771118164,0.699999988079071,"TiO2",false,0,true,false,"TiO2,RmOn,TimOn,RO2",0,23,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Ti 1 47.88 O 2 15.9994 ",
"Tl","O",2,1,"Tl2O","TlâO","tl",424.7659912109375,204.3699951171875,15.989999771118164,0.699999988079071,,false,0,true,false,"Tl2O,RmOn,TlmOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Tl 2 204.3833 O 1 15.9994 ",
"V","O",2,5,"V2O5","VâOå","v5",181.8800048828125,50.939998626708984,15.989999771118164,0.699999988079071,,false,0,true,false,"V2O5,RmOn,VmOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"V 2 50.9415 O 5 15.9994 ",
"Zn","O",1,1,"ZnO","ZnO","zn",81.38939666748047,65.37999725341797,15.989999771118164,0.699999988079071,"ZnO",false,0,true,false,"ZnO,RmOn,ZnmOn,RO",0,24,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Zn 1 65.39 O 1 15.9994 ",
"Ag","O",2,1,"Ag2O","AgâO","ag",231.7357940673828,107.87000274658203,15.989999771118164,0.699999988079071,,false,0,true,false,"Ag2O,RmOn,AgmOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Ag 2 107.8682 O 1 15.9994 ",
"Dy","O",2,3,"Dy2O3","DyâOã","dy",372.9981994628906,162.5,15.989999771118164,0.699999988079071,,false,0,true,false,"Dy2O3,RmOn,DymOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Dy 2 162.5 O 3 15.9994 ",
"Er","O",2,3,"Er2O3","ErâOã","er",382.5181884765625,167.25999450683594,15.989999771118164,0.699999988079071,,false,0,true,false,"Er2O3,RmOn,ErmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Er 2 167.26 O 3 15.9994 ",
"Eu","O",2,3,"Eu2O3","EuâOã","eu",351.9281921386719,151.9600067138672,15.989999771118164,0.699999988079071,,false,0,false,false,"Eu2O3,RmOn,EumOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Eu 2 151.965 O 3 15.9994 ",
"Gd","O",2,3,"Gd2O3","GdâOã","gd",362.4981994628906,157.25,15.989999771118164,0.699999988079071,,false,0,true,false,"Gd2O3,RmOn,GdmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Gd 2 157.25 O 3 15.9994 ",
"Ga","O",2,3,"Ga2O3","GaâOã","ga",187.44419860839844,69.72000122070312,15.989999771118164,0.699999988079071,"Ga2O3",false,0,true,false,"Ga2O3,RmOn,GamOn,R2O3",0,11,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Ga 2 69.723 O 3 15.9994 ",
"Cu","O",,,"CumOn","CuŒO","cumon",0,64,16,0.699999988079071,,false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"R","O",,,"RmOn","RŒO","rmon",0,,,0.699999988079071,"RmOn",false,0,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"H","O",2,1,"H2O","HâO","h",18.01527976989746,1,15.989999771118164,0.699999988079071,"H2O",false,0,false,false,"H2O,RmOn,HmOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"H 2 1.00794 O 1 15.9994 ",
"Ca","F",1,2,"CaF2","CaFâ","caf2",78.07479858398438,40.08000183105469,19,0.699999988079071,,false,0,true,false,"RFn,RHaln,RF2",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ca 1 40.078 F 2 18.9984 ",
,"F",,2,"F2","Fâ","f2",37.99679946899414,0,19,0.699999988079071,,false,,true,true,,,,3,"##0.##;##0.00;\-;\*",1,"Others",2,"F 2 18.9984 ",
"Fe","O",2,3,"Fe2O3","FeâOã","fe3",159.69219970703125,55.849998474121094,15.989999771118164,0.699999988079071,,false,0,true,false,"Fe2O3,RmOn,FemOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Fe 2 55.847 O 3 15.9994 ",
"Fe",,1,,"Fe","Fe","fe0",55.84700012207031,55.849998474121094,0,0.699999988079071,,false,,false,false,,,,3,"##0.##;##0.00;\-;\*",1,"Others",1,"Fe 1 55.847 ",
"R","O",,,"R2O","RâO","r2o",0,,,0.699999988079071,"R2O",false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"R","O",,,"RO","RO","ro",0,,,0.699999988079071,"RO",false,0,false,true,,0,19,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"R","O",,,"R2O3","RâOã","r2o3",0,,,0.699999988079071,"R2O3",false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"R","O",,,"RO2","ROâ","ro2",0,,,0.699999988079071,"RO2",false,0,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"R","O",,,"R2O5","RâOå","r2o5",0,,,0.699999988079071,"R2O5",false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Sc","O",2,3,"Sc2O3","ScâOã","sc",137.91000366210938,44.959999084472656,15.989999771118164,0.699999988079071,,false,0,true,false,"Sc2O3,RmOn,ScmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Sc 2 44.95591 O 3 15.9994 ",
"Y","O",2,3,"Y2O3","YâOã","y",225.80990600585938,88.91000366210938,15.989999771118164,0.699999988079071,,false,0,true,false,"Y2O3,RmOn,YmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Y 2 88.90585 O 3 15.9994 ",
"In","O",2,3,"In2O3","InâOã","in",277.6382141113281,114.81999969482422,15.989999771118164,0.699999988079071,,false,0,true,false,"In2O3,RmOn,InmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"In 2 114.82 O 3 15.9994 ",
"S","O",1,3,"SO3","SOã","s",80.06420135498047,32.060001373291016,15.989999771118164,0.699999988079071,,false,0,true,false,"SO3,RmOn,SmOn,RO3",,,1,"##0.##;##0.00;\-;\*",1,"RO3",4,"S 1 32.066 O 3 15.9994 ",
"Cu","O",2,1,"Cu2O","CuâO","cu1",143.09140014648438,63.54999923706055,15.989999771118164,0.699999988079071,,false,0,true,false,"Cu2O,RmOn,CumOn,R2O",,,1,"##0.##;##0.00;\-;\*",1,"R2O",3,"Cu 2 63.546 O 1 15.9994 ",
"W","O",1,3,"WO3","WOã","w",231.84820556640625,183.85000610351562,15.989999771118164,0.699999988079071,"WO3",false,0,true,false,"WO3,RmOn,WmOn,RO3",,,1,"##0.##;##0.00;\-;\*",1,"RO3",4,"W 1 183.85 O 3 15.9994 ",
"Ni","O",1,1,"NiO","NiO","ni",74.68939971923828,58.70000076293945,15.989999771118164,0.699999988079071,,false,0,true,false,"NiO,RmOn,NimOn,RO",,,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Ni 1 58.69 O 1 15.9994 ",
"Zn","F",1,2,"ZnF2","ZnFâ","znf2",103.38680267333984,65.37999725341797,19,0.699999988079071,,false,,true,false,"RFn,RHaln,RF2",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Zn 1 65.39 F 2 18.9984 ",
"Mo","O",1,3,"MoO3","MoOã","mo",143.93820190429688,95.94000244140625,15.989999771118164,0.699999988079071,,false,0,true,false,"MoO3,RmOn,MomOn,RO3",,,1,"##0.##;##0.00;\-;\*",1,"RO3",4,"Mo 1 95.94 O 3 15.9994 ",
"Cr","O",2,3,"Cr2O3","CrâOã","cr",151.9904022216797,52,15.989999771118164,0.699999988079071,,false,0,true,false,"Cr2O3,RmOn,CrmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Cr 2 51.9961 O 3 15.9994 ",
"Pb","Br",1,2,"PbBr2","PbBrâ","pbbr2",367.00799560546875,207.1999969482422,79.9000015258789,0.699999988079071,,false,,false,false,"RHaln,RHal",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Pb 1 207.2 Br 2 79.904 ",
"Ba","Br",1,2,"BaBr2","BaBrâ","babr2",297.135009765625,137.3300018310547,79.9000015258789,0.699999988079071,,false,0,false,false,"RHaln,RHal",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ba 1 137.327 Br 2 79.904 ",
"Cd","Br",1,2,"CdBr2","CdBrâ","cdbr2",272.218994140625,112.41000366210938,79.9000015258789,0.699999988079071,,false,0,false,false,"RHaln,RHal",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Cd 1 112.411 Br 2 79.904 ",
"Cd","Cl",1,2,"CdCl2","CdClâ","cdcl2",183.31640625,112.41000366210938,35.45000076293945,0.699999988079071,,false,0,false,false,"RHaln,RHal",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Cd 1 112.411 Cl 2 35.4527 ",
"V","O",1,2,"VO2","VOâ","v4",82.94029998779297,50.939998626708984,15.989999771118164,0.699999988079071,,false,0,true,false,"VO2,RmOn,VmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"V 1 50.9415 O 2 15.9994 ",
"Th","O",1,2,"ThO2","ThOâ","th",264.0368957519531,232.02999877929688,15.989999771118164,0.699999988079071,,false,0,true,false,"ThO2,RmOn,ThmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Th 1 232.0381 O 2 15.9994 ",
"Al","F",1,3,"AlF3","AlFã","alf3",83.97675323486328,26.979999542236328,19,0.699999988079071,,false,0,true,false,"RFn,RHaln,RF3",,,2,"##0.##;##0.00;\-;\*",1,"Halides",4,"Al 1 26.98154 F 3 18.9984 ",
"Mg","F",1,2,"MgF2","MgFâ","mgf2",62.30179977416992,24.309999465942383,19,0.699999988079071,,false,,true,false,"RFn,RHaln,RF2",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Mg 1 24.305 F 2 18.9984 ",
"Na","Cl",1,1,"NaCl","NaCl","nacl",58.44247055053711,22.989999771118164,35.45000076293945,0.699999988079071,,false,,false,false,"RHaln,RHal",,,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Na 1 22.98977 Cl 1 35.4527 ",
"Mn","O",2,3,"Mn2O3","MnâOã","mn3",157.87429809570312,54.939998626708984,15.989999771118164,0.699999988079071,,false,0,true,false,"Mn2O3,RmOn,MnmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Mn 2 54.93805 O 3 15.9994 ",
"Mn","O",1,2,"MnO2","MnOâ","mn4",86.93685150146484,54.939998626708984,15.989999771118164,0.699999988079071,,false,0,true,false,"MnO2,RmOn,MnmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Mn 1 54.93805 O 2 15.9994 ",
"As","O",2,5,"As2O5","AsâOå","as5",229.84019470214844,74.91999816894531,15.989999771118164,0.699999988079071,,false,0,true,false,"As2O5,RmOn,AsmOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"As 2 74.92159 O 5 15.9994 ",
,"Cl",,1,"Cl","Cl","cl",35.452701568603516,0,35.45000076293945,0.699999988079071,,false,,false,false,,,,3,"##0.##;##0.00;\-;\*",1,"Others",1,"Cl 1 35.4527 ",
"Co","O",1,1,"CoO","CoO","co",74.93260192871094,58.93000030517578,16,0.699999988079071,,false,0,true,false,"CoO,RmOn,ComOn,RO",,,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Co 1 58.9332 O 1 15.9994 ",
"Sb","O",2,3,"Sb2O3","SbâOã","sb",291.4981994628906,121.75,15.989999771118164,0.699999988079071,,false,,true,false,"Sb2O3,RmOn,SbmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Sb 2 121.75 O 3 15.9994 ",
"Cu","O",1,1,"CuO","CuO","cu2",79.54540252685547,63.54999923706055,15.989999771118164,0.699999988079071,,false,,true,false,"CuO,RmOn,CumOn,RO",,,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Cu 1 63.546 O 1 15.9994 ",
"Te","O",1,2,"TeO2","TeOâ","te",159.5988006591797,,,0.699999988079071,"TeO2",false,,true,false,"TeO2,RmOn,TemOn,RO2",0,22,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Te 1 127.6 O 2 15.9994 ",
"Sn","O",1,2,"SnO2","SnOâ","sn4",150.70880126953125,118.69000244140625,15.989999771118164,0.699999988079071,,false,,true,false,"SnO2,RmOn,SnmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"Sn 1 118.71 O 2 15.9994 ",
"S","O",1,2,"SO2","SOâ","s4",64.0647964477539,32.060001373291016,,0.699999988079071,,false,,false,false,"SO2,RmOn,SmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"S 1 32.066 O 2 15.9994 ",
"Na","F",1,1,"NaF","NaF","naf",41.9881706237793,,,0.699999988079071,,false,,true,false,"RFn,RHaln,RF",,,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"Na 1 22.98977 F 1 18.9984 ",
"K","F",1,1,"KF","KF","kf",58.09669876098633,,,0.699999988079071,,false,,true,false,"RFn,RHaln,RF",,,2,"##0.##;##0.00;\-;\*",1,"Halides",2,"K 1 39.0983 F 1 18.9984 ",
"U","O",1,2,"UO2","UOâ","u4",270.0277099609375,,,0.699999988079071,,false,,false,false,"UO2,RmOn,UmOn,RO2",,,1,"##0.##;##0.00;\-;\*",1,"RO2",3,"U 1 238.0289 O 2 15.9994 ",
"U","O",1,3,"UO3","UOã","u6",286.027099609375,,,0.699999988079071,,false,,false,false,"UO3,RmOn,UmOn,RO3",,,1,"##0.##;##0.00;\-;\*",1,"RO3",4,"U 1 238.0289 O 3 15.9994 ",
"Fe","O",3,4,"Fe3O4","FeãOä","fe34",231.53860473632812,,,0.699999988079071,,false,,true,false,"Fe3O4,RmOn,FemOn",,,1,"##0.##;##0.00;\-;\*",1,"Others",7,"Fe 3 55.847 O 4 15.9994 ",
"Cr","O",1,3,"CrO3","CrOã","cr6",99.99430084228516,52,15.989999771118164,0.699999988079071,,false,,true,false,"CrO3,RmOn,CrmOn,RO3",,,1,"##0.##;##0.00;\-;\*",1,"RO3",4,"Cr 1 51.9961 O 3 15.9994 ",
"Fe","O",1,1,"FeO","FeO","fe",71.84639739990234,,,0.699999988079071,,false,,true,false,"FeO,RmOn,FemOn,RO",-1,8,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Fe 1 55.847 O 1 15.9994 ",
"Mn","O",1,1,"MnO","MnO","mn",70.93744659423828,54.939998626708984,15.989999771118164,0.699999988079071,,false,,true,false,"MnO,RmOn,MnmOn,RO",,,1,"##0.##;##0.00;\-;\*",1,"RO",2,"Mn 1 54.93805 O 1 15.9994 ",
"R","O",,,"Alk2O","AlkâO","alk2o",0,,,0.699999988079071,,false,,false,true,,0,2,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Fe","O",,,"FemOn","FeŒO","femon",0,,,0.699999988079071,"FemOn",false,,false,true,,0,10,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Cd","S",1,1,"CdS","CdS","cds",144.4770050048828,,,0.699999988079071,,false,,true,false,,,,3,"##0.##;##0.00;\-;\*",1,"Others",2,"Cd 1 112.411 S 1 32.066 ",
,"F",,1,"F","F","f",18.99839973449707,0,19,0.699999988079071,,false,,true,true,,,,3,"##0.##;##0.00;\-;\*",1,"Others",1,"F 1 18.9984 ",
"R","O",,,"Na2O+K2O","NaâO+KâO","nak",0,,,0.699999988079071,,false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"K","O",,,"K2O+KF","KâO+KF","kof",0,,,0.699999988079071,,false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Pr","O",2,3,"Pr2O3","PrâOã","pr",329.8135986328125,,,0.699999988079071,,false,,true,false,"Pr2O3,RmOn,PrmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Pr 2 140.9077 O 3 15.9994 ",
"Tb","O",2,3,"Tb2O3","TbâOã","tb",365.8487854003906,,,0.699999988079071,,false,,true,false,"Tb2O3,RmOn,TbmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Tb 2 158.9253 O 3 15.9994 ",
"Ho","O",2,3,"Ho2O3","HoâOã","ho",377.8587951660156,,,0.699999988079071,,false,,false,false,"Ho2O3,RmOn,HomOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Ho 2 164.9303 O 3 15.9994 ",
"Yb","O",2,3,"Yb2O3","YbâOã","yb",394.07818603515625,173.0399932861328,,0.699999988079071,,false,,true,false,"Yb2O3,RmOn,YbmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Yb 2 173.04 O 3 15.9994 ",
"Au",,1,,"Au","Au","au0",196.9665069580078,,,0.699999988079071,,false,,false,false,,,,3,"##0.##;##0.00;\-;\*",1,"Others",1,"Au 1 196.9665 ",
"R","O",,,"Al2O3+Fe2O3","AlâOã+FeâOã","alfe",0,,,0.699999988079071,,false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"Sb","O",2,5,"Sb2O5","SbâOå","sb5",323.49700927734375,121.75,15.989999771118164,0.699999988079071,,false,,false,false,"Sb2O5,RmOn,SbmOn,R2O5",,,1,"##0.##;##0.00;\-;\*",1,"R2O5",7,"Sb 2 121.75 O 5 15.9994 ",
"Co","O",3,4,"Co3O4","CoãOä","co34",240.7971954345703,,,0.699999988079071,,false,,false,false,"Co3O4,RmOn,ComOn",,,1,"##0.##;##0.00;\-;\*",1,"Others",7,"Co 3 58.9332 O 4 15.9994 ","CoO 1 Co2O3 1"
"R","O",,,"RO3","ROã","ro3",0,,,0.699999988079071,"RO3",false,,false,true,,,,4,"##0.##;##0.00;\-;\*",1,"Others",0,,
"As","O",2,3,"As2O3","AsâOã","as",197.84140014648438,74.91999816894531,15.989999771118164,0.699999988079071,,false,0,true,false,"As2O3,RmOn,AsmOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"As 2 74.92159 O 3 15.9994 ",
"Mn","O",3,4,"Mn3O4","MnãOä","mn34",228.81179809570312,,,0.699999988079071,,false,,true,false,"Mn3O4,RmOn,MnmOn",,,1,"##0.##;##0.00;\-;\*",1,"Others",7,"Mn 3 54.93805 O 4 15.9994 ",
"Ni","O",2,3,"Ni2O3","NiâOã","ni3",165.37820434570312,,,0.699999988079071,,false,,false,false,"Ni2O3,RmOn,NimOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Ni 2 58.69 O 3 15.9994 ",
"Ba","F",1,2,"BaF2","BaFâ","baf2",175.3238067626953,,,0.699999988079071,,false,,true,false,"RFn,RHaln,RF2",,,2,"##0.##;##0.00;\-;\*",1,"Halides",3,"Ba 1 137.327 F 2 18.9984 ",
"Na",,,,"Na3AlF6","NaãAlFæ","naalf",209.94129943847656,,,0.699999988079071,,false,,false,true,,,,3,"##0.##;##0.00;\-;\*",1,"Others",10,"Na 3 22.98977 Al 1 26.98154 F 6 18.9984 ","NaF 3 AlF3 1"
"Mo","O",2,3,"Mo2O3","MoâOã","mo3",239.87820434570312,,,0.699999988079071,,false,,false,false,"Mo2O3,RmOn,MomOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Mo 2 95.94 O 3 15.9994 ",
"Co","O",2,3,"Co2O3","CoâOã","co3",165.86459350585938,,,0.699999988079071,,false,,false,false,"Co2O3,RmOn,ComOn,R2O3",,,1,"##0.##;##0.00;\-;\*",1,"R2O3",5,"Co 2 58.9332 O 3 15.9994 ",
